1724518764,63969028,gpsid,0,0,51.589745,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518764,564226027,gpsid,0,0,51.589745,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518765,64051583,gpsid,0,0,51.589745,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518765,564182842,gpsid,0,0,51.589746,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518766,63966508,gpsid,0,0,51.589746,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518766,564142397,gpsid,0,0,51.589748,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518767,64089026,gpsid,0,0,51.589748,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518767,564146840,gpsid,0,0,51.589748,-0.229885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518768,64414599,gpsid,0,0,51.589748,-0.229885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518768,564085895,gpsid,0,0,51.58975,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518769,63996154,gpsid,0,0,51.58975,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518769,564985987,gpsid,0,0,51.58975,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518770,65001043,gpsid,0,0,51.58975,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518770,564121450,gpsid,0,0,51.58975,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518771,64034227,gpsid,0,0,51.58975,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518771,564086616,gpsid,0,0,51.58975,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518772,64026227,gpsid,0,0,51.58975,-0.229886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724518772,564102893,gpsid,0,0,51.589751,-0.22989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
