1724863717,511431661,gpsid,0,0,51.588578,-0.230098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863718,11436623,gpsid,0,0,51.588581,-0.230091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863718,511188234,gpsid,0,0,51.588581,-0.230091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863719,11255956,gpsid,0,0,51.588588,-0.230088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863719,512435160,gpsid,0,0,51.588588,-0.230088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863720,11449696,gpsid,0,0,51.588595,-0.230085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863720,511340511,gpsid,0,0,51.588595,-0.230085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863721,12138881,gpsid,0,0,51.58859,-0.230075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863721,510877899,gpsid,0,0,51.58859,-0.230075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863722,11450751,gpsid,0,0,51.588588,-0.23006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863722,510850195,gpsid,0,0,51.588588,-0.23006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863723,12167102,gpsid,0,0,51.588605,-0.23004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863723,511273805,gpsid,0,0,51.588605,-0.23004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863724,11079120,gpsid,0,0,51.588635,-0.230018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863724,511185508,gpsid,0,0,51.588635,-0.230018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863725,11172341,gpsid,0,0,51.58864,-0.230011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863725,512204415,gpsid,0,0,51.58864,-0.230011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863726,11793489,gpsid,0,0,51.588645,-0.230003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863726,511722563,gpsid,0,0,51.588645,-0.230003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863727,11235248,gpsid,0,0,51.588643,-0.229995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863727,510911914,gpsid,0,0,51.588643,-0.229995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863728,11466840,gpsid,0,0,51.588646,-0.229978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863728,512443469,gpsid,0,0,51.588646,-0.229978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863729,12235709,gpsid,0,0,51.588645,-0.229965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863729,512216024,gpsid,0,0,51.588645,-0.229965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863730,12342209,gpsid,0,0,51.58864,-0.229948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1724863730,511181672,gpsid,0,0,51.58864,-0.229948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
